nct_id,mesh_term,mesh_type
NCT00389181,Neoplasms,mesh-ancestor
NCT00389181,Cerebrovascular Disorders,mesh-ancestor
NCT00389181,Brain Diseases,mesh-ancestor
NCT00389181,Central Nervous System Diseases,mesh-ancestor
NCT00389181,Nervous System Diseases,mesh-ancestor
NCT00389181,Central Nervous System Vascular Malformations,mesh-ancestor
NCT00389181,Nervous System Malformations,mesh-ancestor
NCT00389181,Intracranial Arterial Diseases,mesh-ancestor
NCT00389779,Hypertension,mesh-list
NCT00389779,Vascular Diseases,mesh-ancestor
NCT00389779,Cardiovascular Diseases,mesh-ancestor
NCT00391612,Pulmonary Emphysema,mesh-list
NCT00391612,Emphysema,mesh-list
NCT00391612,Pathologic Processes,mesh-ancestor
NCT00391612,"Pulmonary Disease, Chronic Obstructive",mesh-ancestor
NCT00391612,"Lung Diseases, Obstructive",mesh-ancestor
NCT00391612,Lung Diseases,mesh-ancestor
NCT00391612,Respiratory Tract Diseases,mesh-ancestor
NCT00393679,Malaria,mesh-list
NCT00393679,Protozoan Infections,mesh-ancestor
NCT00393679,Parasitic Diseases,mesh-ancestor
NCT00393679,Infections,mesh-ancestor
NCT00393679,Vector Borne Diseases,mesh-ancestor
NCT00397345,"Carcinoma, Renal Cell",mesh-list
NCT00397345,Kidney Neoplasms,mesh-list
NCT00397345,Adenocarcinoma,mesh-ancestor
NCT00397345,Carcinoma,mesh-ancestor
NCT00397345,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT00397345,Neoplasms by Histologic Type,mesh-ancestor
NCT00397345,Neoplasms,mesh-ancestor
NCT00397345,Urologic Neoplasms,mesh-ancestor
NCT00397345,Urogenital Neoplasms,mesh-ancestor
NCT00397345,Neoplasms by Site,mesh-ancestor
NCT00397345,Kidney Diseases,mesh-ancestor
NCT00397345,Urologic Diseases,mesh-ancestor
NCT00400387,"Abortion, Habitual",mesh-list
NCT00400387,"Abortion, Spontaneous",mesh-ancestor
NCT00400387,Pregnancy Complications,mesh-ancestor
NCT00401453,Diabetes Mellitus,mesh-list
NCT00401453,Insulin Resistance,mesh-list
NCT00401453,"Diabetes Mellitus, Type 2",mesh-list
NCT00401453,Glucose Metabolism Disorders,mesh-ancestor
NCT00401453,Metabolic Diseases,mesh-ancestor
NCT00401453,Endocrine System Diseases,mesh-ancestor
NCT00401453,Hyperinsulinism,mesh-ancestor
NCT00402428,Hepatitis C,mesh-list
NCT00402428,"Hepatitis C, Chronic",mesh-list
NCT00402428,Hepatitis,mesh-list
NCT00402428,"Hepatitis, Chronic",mesh-list
NCT00402428,Liver Diseases,mesh-ancestor
NCT00402428,Digestive System Diseases,mesh-ancestor
NCT00402428,"Hepatitis, Viral, Human",mesh-ancestor
NCT00402428,Virus Diseases,mesh-ancestor
NCT00402428,Infections,mesh-ancestor
NCT00402428,RNA Virus Infections,mesh-ancestor
NCT00402428,Blood-Borne Infections,mesh-ancestor
NCT00402428,Communicable Diseases,mesh-ancestor
NCT00402428,Flaviviridae Infections,mesh-ancestor
NCT00402675,Myocardial Infarction,mesh-list
NCT00402675,Non-ST Elevated Myocardial Infarction,mesh-list
NCT00402675,Infarction,mesh-list
NCT00402675,Ischemia,mesh-ancestor
NCT00402675,Pathologic Processes,mesh-ancestor
NCT00402675,Necrosis,mesh-ancestor
NCT00402675,Myocardial Ischemia,mesh-ancestor
NCT00402675,Heart Diseases,mesh-ancestor
NCT00402675,Cardiovascular Diseases,mesh-ancestor
NCT00402675,Vascular Diseases,mesh-ancestor
NCT01264549,Infections,mesh-list
NCT01264549,Cross Infection,mesh-list
NCT01264549,Stroke,mesh-list
NCT01264549,Ischemic Stroke,mesh-list
NCT01264549,Cerebral Infarction,mesh-list
NCT01264549,Ischemia,mesh-list
NCT01264549,Disease Attributes,mesh-ancestor
NCT01264549,Pathologic Processes,mesh-ancestor
NCT01264549,Cerebrovascular Disorders,mesh-ancestor
NCT01264549,Brain Diseases,mesh-ancestor
NCT01264549,Central Nervous System Diseases,mesh-ancestor
NCT01264549,Nervous System Diseases,mesh-ancestor
NCT01264549,Vascular Diseases,mesh-ancestor
NCT01264549,Cardiovascular Diseases,mesh-ancestor
NCT01264549,Brain Infarction,mesh-ancestor
NCT01264549,Brain Ischemia,mesh-ancestor
NCT01264549,Infarction,mesh-ancestor
NCT01264549,Necrosis,mesh-ancestor
NCT01264549,Iatrogenic Disease,mesh-ancestor
NCT00419250,Leukemia,mesh-list
NCT00419250,"Leukemia, Lymphoid",mesh-list
NCT00419250,"Leukemia, Lymphocytic, Chronic, B-Cell",mesh-list
NCT00419250,"Leukemia, B-Cell",mesh-list
NCT00419250,Neoplasms by Histologic Type,mesh-ancestor
NCT00419250,Neoplasms,mesh-ancestor
NCT00419250,Lymphoproliferative Disorders,mesh-ancestor
NCT00419250,Lymphatic Diseases,mesh-ancestor
NCT00419250,Immunoproliferative Disorders,mesh-ancestor
NCT00419250,Immune System Diseases,mesh-ancestor
NCT00422916,Overweight,mesh-list
NCT00422916,Body Weight,mesh-ancestor
NCT00430118,Leukemia,mesh-list
NCT00430118,Precursor Cell Lymphoblastic Leukemia-Lymphoma,mesh-list
NCT00430118,"Leukemia, Lymphoid",mesh-list
NCT00430118,Neoplasms by Histologic Type,mesh-ancestor
NCT00430118,Neoplasms,mesh-ancestor
NCT00430118,Lymphoproliferative Disorders,mesh-ancestor
NCT00430118,Lymphatic Diseases,mesh-ancestor
NCT00430118,Immunoproliferative Disorders,mesh-ancestor
NCT00430118,Immune System Diseases,mesh-ancestor
NCT00431561,Glioblastoma,mesh-list
NCT00431561,Astrocytoma,mesh-list
NCT00431561,Glioma,mesh-ancestor
NCT00431561,"Neoplasms, Neuroepithelial",mesh-ancestor
NCT00431561,Neuroectodermal Tumors,mesh-ancestor
NCT00431561,"Neoplasms, Germ Cell and Embryonal",mesh-ancestor
NCT00431561,Neoplasms by Histologic Type,mesh-ancestor
NCT00431561,Neoplasms,mesh-ancestor
NCT00431561,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT00431561,"Neoplasms, Nerve Tissue",mesh-ancestor
NCT00433927,Colorectal Neoplasms,mesh-list
NCT00433927,Neoplasm Metastasis,mesh-list
NCT00433927,Intestinal Neoplasms,mesh-ancestor
NCT00433927,Gastrointestinal Neoplasms,mesh-ancestor
NCT00433927,Digestive System Neoplasms,mesh-ancestor
NCT00433927,Neoplasms by Site,mesh-ancestor
NCT00433927,Neoplasms,mesh-ancestor
NCT00433927,Digestive System Diseases,mesh-ancestor
NCT00433927,Gastrointestinal Diseases,mesh-ancestor
NCT00433927,Colonic Diseases,mesh-ancestor
NCT00433927,Intestinal Diseases,mesh-ancestor
NCT00433927,Rectal Diseases,mesh-ancestor
NCT00433927,Neoplastic Processes,mesh-ancestor
NCT00433927,Pathologic Processes,mesh-ancestor
NCT00437307,Ovarian Neoplasms,mesh-list
NCT00437307,"Carcinoma, Ovarian Epithelial",mesh-list
NCT00437307,Endocrine Gland Neoplasms,mesh-ancestor
NCT00437307,Neoplasms by Site,mesh-ancestor
NCT00437307,Neoplasms,mesh-ancestor
NCT00437307,Ovarian Diseases,mesh-ancestor
NCT00437307,Adnexal Diseases,mesh-ancestor
NCT00437307,"Genital Neoplasms, Female",mesh-ancestor
NCT00437307,Urogenital Neoplasms,mesh-ancestor
NCT00437307,Endocrine System Diseases,mesh-ancestor
NCT00437307,Gonadal Disorders,mesh-ancestor
NCT00437307,Carcinoma,mesh-ancestor
NCT00437307,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT00437307,Neoplasms by Histologic Type,mesh-ancestor
NCT00437385,Depression,mesh-list
NCT00437385,Depressive Disorder,mesh-list
NCT00437385,Behavioral Symptoms,mesh-ancestor
NCT00437385,Mood Disorders,mesh-ancestor
NCT00437385,Mental Disorders,mesh-ancestor
NCT00440167,Pancreatic Neoplasms,mesh-list
NCT00440167,Digestive System Neoplasms,mesh-ancestor
NCT00440167,Neoplasms by Site,mesh-ancestor
NCT00440167,Neoplasms,mesh-ancestor
NCT00440167,Endocrine Gland Neoplasms,mesh-ancestor
NCT00440167,Digestive System Diseases,mesh-ancestor
NCT00440167,Pancreatic Diseases,mesh-ancestor
NCT00440167,Endocrine System Diseases,mesh-ancestor
NCT00445081,"Dermatitis, Atopic",mesh-list
NCT00445081,Dermatitis,mesh-list
NCT00445081,Eczema,mesh-list
NCT00445081,Skin Diseases,mesh-ancestor
NCT00445081,"Skin Diseases, Genetic",mesh-ancestor
NCT00445081,"Genetic Diseases, Inborn",mesh-ancestor
NCT00445081,"Skin Diseases, Eczematous",mesh-ancestor
NCT00445081,"Hypersensitivity, Immediate",mesh-ancestor
NCT00445081,Hypersensitivity,mesh-ancestor
NCT00445081,Immune System Diseases,mesh-ancestor
NCT00447187,Corneal Diseases,mesh-list
NCT00447187,Eye Diseases,mesh-ancestor
NCT00447304,Cholecystitis,mesh-list
NCT00447304,Acalculous Cholecystitis,mesh-list
NCT00447304,"Cholecystitis, Acute",mesh-list
NCT00447304,Gallbladder Diseases,mesh-ancestor
NCT00447304,Biliary Tract Diseases,mesh-ancestor
NCT00447304,Digestive System Diseases,mesh-ancestor
NCT00449969,Heart Arrest,mesh-list
NCT00449969,Heart Diseases,mesh-ancestor
NCT00449969,Cardiovascular Diseases,mesh-ancestor
NCT00450684,"Heart Defects, Congenital",mesh-list
NCT00450684,Cardiovascular Abnormalities,mesh-ancestor
NCT00450684,Cardiovascular Diseases,mesh-ancestor
NCT00450684,Heart Diseases,mesh-ancestor
NCT00450684,Congenital Abnormalities,mesh-ancestor
NCT00454389,Macular Degeneration,mesh-list
NCT00454389,Retinal Degeneration,mesh-ancestor
NCT00454389,Retinal Diseases,mesh-ancestor
NCT00454389,Eye Diseases,mesh-ancestor
NCT00461656,Endophthalmitis,mesh-list
NCT00461656,Strabismus,mesh-list
NCT00461656,Ocular Motility Disorders,mesh-ancestor
NCT00461656,Cranial Nerve Diseases,mesh-ancestor
NCT00461656,Nervous System Diseases,mesh-ancestor
NCT00461656,Eye Diseases,mesh-ancestor
NCT00461656,Eye Infections,mesh-ancestor
NCT00461656,Infections,mesh-ancestor
NCT00466102,Breast Neoplasms,mesh-list
NCT00466102,Neoplasm Metastasis,mesh-list
NCT00466102,Neoplasms by Site,mesh-ancestor
NCT00466102,Neoplasms,mesh-ancestor
NCT00466102,Breast Diseases,mesh-ancestor
NCT00466102,Skin Diseases,mesh-ancestor
NCT00466102,Neoplastic Processes,mesh-ancestor
NCT00466102,Pathologic Processes,mesh-ancestor
NCT00469638,Atrial Fibrillation,mesh-list
NCT00469638,"Arrhythmias, Cardiac",mesh-ancestor
NCT00469638,Heart Diseases,mesh-ancestor
NCT00469638,Cardiovascular Diseases,mesh-ancestor
NCT00469638,Pathologic Processes,mesh-ancestor
NCT00473499,Coronary Artery Disease,mesh-list
NCT00473499,Myocardial Ischemia,mesh-list
NCT00473499,Coronary Disease,mesh-list
NCT00473499,Heart Diseases,mesh-ancestor
NCT00473499,Cardiovascular Diseases,mesh-ancestor
NCT00473499,Arteriosclerosis,mesh-ancestor
NCT00473499,Arterial Occlusive Diseases,mesh-ancestor
NCT00473499,Vascular Diseases,mesh-ancestor
NCT00479609,Metabolic Syndrome,mesh-list
NCT00479609,Syndrome,mesh-list
NCT00479609,Disease,mesh-ancestor
NCT00479609,Pathologic Processes,mesh-ancestor
NCT00479609,Insulin Resistance,mesh-ancestor
NCT00479609,Hyperinsulinism,mesh-ancestor
NCT00479609,Glucose Metabolism Disorders,mesh-ancestor
NCT00479609,Metabolic Diseases,mesh-ancestor
NCT00491036,Myocardial Infarction,mesh-list
NCT00491036,"Shock, Cardiogenic",mesh-list
NCT00491036,Infarction,mesh-list
NCT00491036,Shock,mesh-list
NCT00491036,Ischemia,mesh-ancestor
NCT00491036,Pathologic Processes,mesh-ancestor
NCT00491036,Necrosis,mesh-ancestor
NCT00491036,Myocardial Ischemia,mesh-ancestor
NCT00491036,Heart Diseases,mesh-ancestor
NCT00491036,Cardiovascular Diseases,mesh-ancestor
NCT00491036,Vascular Diseases,mesh-ancestor
NCT00499265,Pancreatic Neoplasms,mesh-list
NCT00499265,Digestive System Neoplasms,mesh-ancestor
NCT00499265,Neoplasms by Site,mesh-ancestor
NCT00499265,Neoplasms,mesh-ancestor
NCT00499265,Endocrine Gland Neoplasms,mesh-ancestor
NCT00499265,Digestive System Diseases,mesh-ancestor
NCT00499265,Pancreatic Diseases,mesh-ancestor
NCT00499265,Endocrine System Diseases,mesh-ancestor
NCT00502554,Bronchiolitis,mesh-list
NCT00502554,Bronchiolitis Obliterans,mesh-list
NCT00502554,Bronchitis,mesh-ancestor
NCT00502554,Respiratory Tract Infections,mesh-ancestor
NCT00502554,Infections,mesh-ancestor
NCT00502554,Bronchial Diseases,mesh-ancestor
NCT00502554,Respiratory Tract Diseases,mesh-ancestor
NCT00502554,"Lung Diseases, Obstructive",mesh-ancestor
NCT00502554,Lung Diseases,mesh-ancestor
NCT00505570,Migraine Disorders,mesh-list
NCT00505570,Migraine with Aura,mesh-list
NCT00505570,"Foramen Ovale, Patent",mesh-list
NCT00505570,"Headache Disorders, Primary",mesh-ancestor
NCT00505570,Headache Disorders,mesh-ancestor
NCT00505570,Brain Diseases,mesh-ancestor
NCT00505570,Central Nervous System Diseases,mesh-ancestor
NCT00505570,Nervous System Diseases,mesh-ancestor
NCT00505570,"Heart Septal Defects, Atrial",mesh-ancestor
NCT00505570,Heart Septal Defects,mesh-ancestor
NCT00505570,"Heart Defects, Congenital",mesh-ancestor
NCT00505570,Cardiovascular Abnormalities,mesh-ancestor
NCT00505570,Cardiovascular Diseases,mesh-ancestor
NCT00505570,Heart Diseases,mesh-ancestor
NCT00505570,Congenital Abnormalities,mesh-ancestor
NCT00506688,Cystic Fibrosis,mesh-list
NCT00506688,Fibrosis,mesh-list
NCT00506688,Pathologic Processes,mesh-ancestor
NCT00506688,Pancreatic Diseases,mesh-ancestor
NCT00506688,Digestive System Diseases,mesh-ancestor
NCT00506688,Lung Diseases,mesh-ancestor
NCT00506688,Respiratory Tract Diseases,mesh-ancestor
NCT00506688,"Genetic Diseases, Inborn",mesh-ancestor
NCT00506688,"Infant, Newborn, Diseases",mesh-ancestor
NCT00507832,Prurigo,mesh-list
NCT00507832,Skin Diseases,mesh-ancestor
NCT00507988,Schizophrenia,mesh-list
NCT00507988,Psychotic Disorders,mesh-list
NCT00507988,Schizophrenia Spectrum and Other Psychotic Disorders,mesh-ancestor
NCT00507988,Mental Disorders,mesh-ancestor
NCT00508664,Carcinoma,mesh-list
NCT00508664,Laryngeal Diseases,mesh-list
NCT00508664,"Neoplasms, Glandular and Epithelial",mesh-ancestor
NCT00508664,Neoplasms by Histologic Type,mesh-ancestor
NCT00508664,Neoplasms,mesh-ancestor
NCT00508664,Respiratory Tract Diseases,mesh-ancestor
NCT00508664,Otorhinolaryngologic Diseases,mesh-ancestor
NCT00510393,Vascular Diseases,mesh-list
NCT00510393,Peripheral Vascular Diseases,mesh-list
NCT00510393,Peripheral Arterial Disease,mesh-list
NCT00510393,Ischemia,mesh-list
NCT00510393,Pathologic Processes,mesh-ancestor
NCT00510393,Cardiovascular Diseases,mesh-ancestor
NCT00510393,Atherosclerosis,mesh-ancestor
NCT00510393,Arteriosclerosis,mesh-ancestor
NCT00510393,Arterial Occlusive Diseases,mesh-ancestor
NCT00512993,Breast Neoplasms,mesh-list
NCT00512993,Neoplasms by Site,mesh-ancestor
NCT00512993,Neoplasms,mesh-ancestor
NCT00512993,Breast Diseases,mesh-ancestor
NCT00512993,Skin Diseases,mesh-ancestor
NCT00518895,Melanoma,mesh-list
NCT00518895,Neuroendocrine Tumors,mesh-ancestor
NCT00518895,Neuroectodermal Tumors,mesh-ancestor
NCT00518895,"Neoplasms, Germ Cell and Embryonal",mesh-ancestor
NCT00518895,Neoplasms by Histologic Type,mesh-ancestor
NCT00518895,Neoplasms,mesh-ancestor
NCT00518895,"Neoplasms, Nerve Tissue",mesh-ancestor
NCT00518895,Nevi and Melanomas,mesh-ancestor
NCT00521664,Leukemia,mesh-list
NCT00521664,"Leukemia, Myeloid",mesh-list
NCT00521664,Neoplasms by Histologic Type,mesh-ancestor
NCT00521664,Neoplasms,mesh-ancestor
NCT00522834,Melanoma,mesh-list
NCT00522834,Neuroendocrine Tumors,mesh-ancestor
NCT00522834,Neuroectodermal Tumors,mesh-ancestor
NCT00522834,"Neoplasms, Germ Cell and Embryonal",mesh-ancestor
NCT00522834,Neoplasms by Histologic Type,mesh-ancestor
NCT00522834,Neoplasms,mesh-ancestor
NCT00522834,"Neoplasms, Nerve Tissue",mesh-ancestor
NCT00522834,Nevi and Melanomas,mesh-ancestor
NCT00523393,"Diabetes Mellitus, Type 2",mesh-list
NCT00523393,Diabetes Mellitus,mesh-ancestor
NCT00523393,Glucose Metabolism Disorders,mesh-ancestor
NCT00523393,Metabolic Diseases,mesh-ancestor
NCT00523393,Endocrine System Diseases,mesh-ancestor
NCT00528073,Crohn Disease,mesh-list
NCT00528073,Inflammatory Bowel Diseases,mesh-ancestor
NCT00528073,Gastroenteritis,mesh-ancestor
NCT00528073,Gastrointestinal Diseases,mesh-ancestor
NCT00528073,Digestive System Diseases,mesh-ancestor
NCT00528073,Intestinal Diseases,mesh-ancestor
NCT00528671,Hemorrhage,mesh-list
NCT00528671,Pathologic Processes,mesh-ancestor
NCT00529503,Lymphoma,mesh-list
NCT00529503,"Lymphoma, Non-Hodgkin",mesh-list
NCT00529503,"Lymphoma, Large B-Cell, Diffuse",mesh-list
NCT00529503,Neoplasms by Histologic Type,mesh-ancestor
NCT00529503,Neoplasms,mesh-ancestor
NCT00529503,Lymphoproliferative Disorders,mesh-ancestor
NCT00529503,Lymphatic Diseases,mesh-ancestor
NCT00529503,Immunoproliferative Disorders,mesh-ancestor
NCT00529503,Immune System Diseases,mesh-ancestor
NCT00529503,"Lymphoma, B-Cell",mesh-ancestor
NCT00530738,Malnutrition,mesh-list
NCT00530738,Nutrition Disorders,mesh-ancestor
NCT00531726,Depression,mesh-list
NCT00531726,Depressive Disorder,mesh-list
NCT00531726,"Depressive Disorder, Treatment-Resistant",mesh-list
NCT00531726,Behavioral Symptoms,mesh-ancestor
NCT00531726,Mood Disorders,mesh-ancestor
NCT00531726,Mental Disorders,mesh-ancestor
NCT00533221,Muscular Atrophy,mesh-list
NCT00533221,"Muscular Atrophy, Spinal",mesh-list
NCT00533221,Atrophy,mesh-list
NCT00533221,"Pathological Conditions, Anatomical",mesh-ancestor
NCT00533221,Neuromuscular Manifestations,mesh-ancestor
NCT00533221,Neurologic Manifestations,mesh-ancestor
NCT00533221,Nervous System Diseases,mesh-ancestor
NCT00533221,Spinal Cord Diseases,mesh-ancestor
NCT00533221,Central Nervous System Diseases,mesh-ancestor
NCT00533221,Motor Neuron Disease,mesh-ancestor
NCT00533221,Neurodegenerative Diseases,mesh-ancestor
NCT00533221,Neuromuscular Diseases,mesh-ancestor
NCT00534287,Sepsis,mesh-list
NCT00534287,Toxemia,mesh-list
NCT00534287,"Shock, Septic",mesh-list
NCT00534287,Shock,mesh-list
NCT00534287,Infections,mesh-ancestor
NCT00534287,Systemic Inflammatory Response Syndrome,mesh-ancestor
NCT00534287,Inflammation,mesh-ancestor
NCT00534287,Pathologic Processes,mesh-ancestor
NCT00536640,"Carcinoma, Non-Small-Cell Lung",mesh-list
NCT00536640,Neoplasms,mesh-ancestor
NCT00536640,"Carcinoma, Bronchogenic",mesh-ancestor
NCT00536640,Bronchial Neoplasms,mesh-ancestor
NCT00536640,Lung Neoplasms,mesh-ancestor
NCT00536640,Respiratory Tract Neoplasms,mesh-ancestor
NCT00536640,Thoracic Neoplasms,mesh-ancestor
NCT00536640,Neoplasms by Site,mesh-ancestor
NCT00536640,Lung Diseases,mesh-ancestor
NCT00536640,Respiratory Tract Diseases,mesh-ancestor
NCT00538356,Heart Failure,mesh-list
NCT00538356,Tachycardia,mesh-list
NCT00538356,"Tachycardia, Ventricular",mesh-list
NCT00538356,Ventricular Fibrillation,mesh-list
NCT00538356,Heart Diseases,mesh-ancestor
NCT00538356,Cardiovascular Diseases,mesh-ancestor
NCT00538356,"Arrhythmias, Cardiac",mesh-ancestor
NCT00538356,Cardiac Conduction System Disease,mesh-ancestor
NCT00538356,Pathologic Processes,mesh-ancestor
NCT00538928,Respiratory Distress Syndrome,mesh-list
NCT00538928,"Respiratory Distress Syndrome, Newborn",mesh-list
NCT00538928,Acute Lung Injury,mesh-list
NCT00538928,Syndrome,mesh-list
NCT00538928,Disease,mesh-ancestor
NCT00538928,Pathologic Processes,mesh-ancestor
NCT00538928,Lung Diseases,mesh-ancestor
NCT00538928,Respiratory Tract Diseases,mesh-ancestor
NCT00538928,Respiration Disorders,mesh-ancestor
NCT00538928,"Infant, Premature, Diseases",mesh-ancestor
NCT00538928,"Infant, Newborn, Diseases",mesh-ancestor
NCT00538928,Lung Injury,mesh-ancestor
NCT00543686,Asthma,mesh-list
NCT00543686,Bronchial Diseases,mesh-ancestor
NCT00543686,Respiratory Tract Diseases,mesh-ancestor
NCT00543686,"Lung Diseases, Obstructive",mesh-ancestor
NCT00543686,Lung Diseases,mesh-ancestor
NCT00543686,Respiratory Hypersensitivity,mesh-ancestor
NCT00543686,"Hypersensitivity, Immediate",mesh-ancestor
NCT00543686,Hypersensitivity,mesh-ancestor
NCT00543686,Immune System Diseases,mesh-ancestor
NCT00543881,Heart Failure,mesh-list
NCT00543881,Heart Diseases,mesh-ancestor
NCT00543881,Cardiovascular Diseases,mesh-ancestor
NCT00545493,Encephalitis,mesh-list
NCT00545493,Inflammation,mesh-list
NCT00545493,Brain Diseases,mesh-ancestor
NCT00545493,Central Nervous System Diseases,mesh-ancestor
NCT00545493,Nervous System Diseases,mesh-ancestor
NCT00545493,Pathologic Processes,mesh-ancestor
NCT00547651,Lung Neoplasms,mesh-list
NCT00547651,Small Cell Lung Carcinoma,mesh-list
NCT00547651,Respiratory Tract Neoplasms,mesh-ancestor
NCT00547651,Thoracic Neoplasms,mesh-ancestor
NCT00547651,Neoplasms by Site,mesh-ancestor
NCT00547651,Neoplasms,mesh-ancestor
NCT00547651,Lung Diseases,mesh-ancestor
NCT00547651,Respiratory Tract Diseases,mesh-ancestor
NCT00547651,"Carcinoma, Bronchogenic",mesh-ancestor
NCT00547651,Bronchial Neoplasms,mesh-ancestor
NCT00552981,Common Cold,mesh-list
NCT00552981,Respiratory Tract Infections,mesh-ancestor
NCT00552981,Infections,mesh-ancestor
NCT00552981,Picornaviridae Infections,mesh-ancestor
NCT00552981,RNA Virus Infections,mesh-ancestor
NCT00552981,Virus Diseases,mesh-ancestor
NCT00552981,Respiratory Tract Diseases,mesh-ancestor
NCT00554164,Lymphoma,mesh-list
NCT00554164,"Lymphoma, Non-Hodgkin",mesh-list
NCT00554164,Aggression,mesh-list
NCT00554164,Neoplasms by Histologic Type,mesh-ancestor
